,auteur
3150,Le Parisien avec AFP
3151,Timothée Boutry
3152,Sébastien Roselé
3153,Le Parisien avec AFP
3154,C.G.
3155,"Le Parisien, avec AFP"
3156,Pauline Conradsson
3157,Marine Legrand
3158,Yves Jaeglé
3159,Le Parisien avec AFP
3160,C.Si.
3161,Alexis Bisson
3162,Romain Porée
3163,Julien Constant
3164,Le Parisien avec AFP
3165,Mehdi Gherdane
3166,Le Parisien avec AFP
3167,Caroline Piquet
3168,Vincent Gautronneau avec Geoffroy Tomasovitch
3169,Le Parisien avec AFP
3170,Jean-Michel Décugis et Jérémie Pham-Lê
3171,Stéphanie Forestier
3172,Frédéric Durand
3173,David Opoczynski
3174,Le Parisien
3175,Le Parisien avec AFP
3176,Bertrand Fizel
3177,Le Parisien
3178,Frédéric Durand
3179,Nicolas Goinard
3180,Sébastien Morelli
3181,Stéphane Frachet
3182,Juliette Mansour
3183,Stéphanie Forestier
3184,Sophie Bordier
3185,Le Parisien avec AFP
3186,Le Parisien avec AFP
3187,Philippe Baverel
3188,Laure Parny
3189,J.Cl.
3190,Le Parisien
3191,C.L.
3192,Sylvain Deleuze (avec R.C.)
3193,Fabien Paillot
3194,Nora Moreau
3195,Martin Antoine
3196,sans auteur
3197,Paul Périé
3198,Cécile Chevallier
3199,Stéphanie Forestier
3200,G.B.
3201,Le Parisien avec AFP
3202,Aubin Laratte
3203,Hervé Sénamaud
3204,J.Cl. avec AFP
3205,Stéphane Corby
3206,Christine Henry
3207,M. B.-L.
3208,"Le Parisien, avec AFP"
3209,Christine Mateus
3210,Le Parisien avec AFP
3211,Olivier Bureau
3212,Eric Le Mitouard
3213,Aurélie Lebelle
3214,Le Parisien
3215,Arnaud Detout
3216,Le Parisien avec AFP
3217,Aurélie Lebelle
3218,Le Parisien avec AFP
3219,Victor Tassel
3220,Victor Tassel
3221,Sylvain Merle
3222,J.Cl.
3223,Le Parisien avec AFP
3224,Guillaume Georges
3225,Le Parisien avec AFP
3226,Lionel Chami
3227,Le Parisien avec AFP
3228,Virginie de Kerautem
3229,Ch.G.
3230,Geoffroy Tomasovitch
3231,Lucile Chevalier
3232,Erwan Benezet
3233,Jannick Alimi et Julien Duffé
3234,Le Parisien avec AFP
3235,Aubin Laratte
3236,Charlotte Robinet
3237,Caroline Piquet
3238,"Yona Helaoua, correspondante à Washington (Etats-Unis)"
3239,Timothée Boutry
3240,Erwan Benezet et Matthieu Pelloli
3241,Erwan Benezet et Matthieu Pelloli
3242,Ph.L. avec AFP
3243,P.R.
3244,Le Parisien avec AFP
3245,"Louise Colcombet, envoyée spéciale à Montpellier (Hérault)"
3246,Charles de Saint-Sauveur
3247,Le Parisien AFP
3248,Le Parisien avec AFP
3249,Ph.L. avec AFP
3250,Le Parisien avec AFP
3251,E.J et R.F avec AFP
3252,Jérémie Pavlovic
3253,Juliette Duclos
3254,Le Parisien
3255,Catherine Balle
3256,Quentin Laurent et Pauline Théveniaud
3257,Marion Ducrocq avec AFP
3258,Nolwenn Cosson (avec C.Ch.)
3259,le service Télévision
3260,Marie Persidat et Frédéric Naizot
3261,"Laure Parny et Gérald Moruzzi, avec A.V."
3262,Olivier Beaumont
3263,C. L.-E.
3264,"Maxime François, Aurélie Sipos et Fabien Casaleggio"
3265,Stéphane Corby
3266,Sylvain Deleuze et Agnès Vives
3267,P.R.
3268,Marie Persidat
3269,Simon Gourru (avec J.H.)
3270,Guénaèle Calant
3271,Gérald Moruzzi
3272,N.R.
3273,Le Parisien avec AFP
3274,Marie Persidat
3275,Antoine Castagné
3276,Elodie Soulié
3277,Alexandre Arlot
3278,Salomé Dubart avec AFP
3279,Dominique Sévérac
3280,Sébastien Roselé
3281,Elsa Marnette
3282,Cécile Beaulieu
3283,Sylvain Deleuze
3284,Laurent Pruneta
3285,Michel Valentin
3286,David Doukhan
3287,Ju.M.
3288,Le Parisien
3289,"Catherine Balle, Renaud Baronian, Emeline Collet et Christophe Levent"
3290,Frédéric Naizot
3291,Sophie Bordier
3292,Julie Olagnol avec Fr.N.
3293,M.G.
3294,Sébastien Birden
3295,C. L.-E.
3296,Alexandre Sulzer
3297,David Livois
3298,L’équipe de Code source
3299,Damien Licata Caruso
3300,"Nicolas Goinard, avec Geoffroy Tomasovitch"
3301,Yves Jaeglé
3302,H.M. avec L.P.
3303,Sébastien Nieto et Dominique Sévérac
3304,Anne-Sophie Damecour
3305,Fanny Delporte
3306,E.J avec AFP
3307,Florian Garcia
3308,sans auteur
3309,Benjamin Derveaux
3310,Pauline Conradsson
3311,Le Parisien avec AFP
3312,Hendrik Delaire
3313,Yves Leroy
3314,Sébastien Nieto
3315,Marie Campistron
3316,Propos recueillis par C.S.
3317,Le Parisien
3318,Cyril Simon et A.L.
3319,Le Parisien avec AFP
3320,Alexandre Arlot
3321,Jean-Michel Décugis
3322,Florian Loisy
3323,P.R.
3324,Olivier Bureau
3325,F.G.
3326,sans auteur
3327,"Yona Helaoua, correspondante à Washington (Etats-Unis)"
3328,Pascale De Souza
3329,LP
3330,Le Parisien avec AFP
3331,Eric Bruna
3332,Le Parisien avec AFP
3333,Juliette Mansour
3334,Marcelo Wesfreid
3335,le service Télévision
3336,Marion Ducrocq avec Reuters
3337,David Opoczynski
3338,Pauline Théveniaud
3339,J.Cl.
3340,Alexis Bisson
3341,Le Parisien
3342,sans auteur
3343,Le Parisien avec AFP
3344,Le Parisien
3345,F.G.
3346,"Jean-Michel Décugis, envoyé spécial à Privas (Ardèche)"
3347,S. Co. avec AFP
3348,Le Parisien avec AFP
3349,Ezéchiel Zerah
3350,Le Parisien avec AFP
3351,David Livois
3352,Antoine Castagné
3353,Le Parisien
3354,sans auteur
3355,J.Cl. avec AFP
3356,Christine Berkovicius
3357,Frédéric Durand
3358,Frédéric Durand
3359,Esteban Pinel
3360,sans auteur
3361,A.C.
3362,Le Parisien
3363,Sébastien Morelli
3364,Jean-Gabriel Bontinck
3365,Guénaèle Calant
3366,Le Parisien
3367,sans auteur
3368,Olivier Bureau
3369,Denis Courtine et Florian Loisy
3370,J.Cl.
3371,sans auteur
3372,Le Parisien avec AFP
3373,Gérald Moruzzi
3374,Le Parisien avec AFP
3375,Le Parisien avec AFP
3376,S. Co.
3377,Ch.B.
3378,Anthony Lieures
3379,"Carole Sterlé et Florian Loisy avec Olivier Debruyne, Maïram Guissé et Aurélie Foulon"
3380,Jérémy Pavlovic
3381,Kevin Boucher
3382,Klervi Le Cozic
3383,Thomas Pueyo
3384,Dr Martine Perez
3385,Le Parisien
3386,Maxime François
3387,Maxime François
3388,Romain Baheux
3389,Le Parisien avec AFP
3390,Stéphanie Guerrin
3391,J.Cl. avec AFP
3392,Maxime François
3393,Julie Rimbert
3394,S. Co. avec AFP
3395,Le Parisien avec AFP
3396,Le Parisien
3397,Frédéric Mouchon
3398,Doris Henry
3399,Virginie de Kerautem
3400,Patrick Caffin
3401,Le Parisien avec AFP
3402,M.G..
3403,Yves Jaegle
3404,Timothée Boutry
3405,J.Cl. avec AFP
3406,Pascale Égré
3407,"Virginie de Kerautem, Florence Hubin et Régis Delanoë"
3408,Stéphane Bianchi
3409,Stéphanie Guérin
3410,S. Co. avec AFP
3411,Charlotte Robinet
3412,"V.F., J.P., P.R."
3413,Henri Vernet
3414,Laurent Pruneta (avec Christophe Bérard)
3415,"Marie Briand-Locu, envoyée spéciale à Dijon (Côte-d’Or)"
3416,Vincent Vérier
3417,"Cyril Michaud, notre correspondant à Yssingeaux (Haute-Loire)"
3418,Marie Persidat
3419,Bérangère Lepetit
3420,Frédéric Mouchon et Aymeric Renou
3421,Gaël Lombart
3422,Le Parisien avec AFP
3423,Lyon (Rhône) De notre correspondant Anthony Faure
3424,Le Parisien avec AFP
3425,Romain Baheux
3426,Le Parisien avec AFP
3427,Le Parisien avec AFP
3428,D.C
3429,P.R.
3430,Stéphane Bianchi
3431,"Jean Saint-Marc, correspondant à Marseille (Bouches-du-Rhône)"
3432,J.P.
3433,P.R.
3434,Kévin Romain
3435,Eric Michel
3436,Lionel Chami
3437,F.V.D.P.
3438,Marie Persidat
3439,Faustine Léo
3440,Romain Baheux
3441,Le Parisien avec AFP
3442,Anthony Lieures et Julien Constant
3443,David Doukhan
3444,Florent Hélaine
3445,Le Parisien avec AFP
3446,Marie Persidat
3447,"Adeline Daboval, envoyée spéciale à Châteaulin (Finistère)"
3448,J.P.
3449,Aymeric Renou
3450,Dominique Sévérac
3451,Nolwenn Cosson
3452,Le Parisien
3453,Philippe Baverel
3454,Bérangère Lepetit
3455,"Sandrine Bajos, envoyée spéciale à Lyon (Rhône)"
3456,Le Parisien avec AFP
3457,Pauline Théveniaud
3458,Le Parisien avec AFP
3459,Le Parisien avec AFP
3460,Patrick Caffin avec Benjamin Derveaux
3461,Ottilia Ferey avec AFP
3462,Nolwenn Cosson (avec F.G.)
3463,Louise Colcombet
3464,J.P.
3465,Olivier Bureau
3466,"Catherine Lagrange, correspondante à Lyon (Rhône)"
3467,Elodie Soulié
3468,Gérald Moruzzi
3469,Le Parisien
3470,sans auteur
3471,sans auteur
3472,I.P.
3473,Renaud Baronian
3474,Jila Varoquier
3475,Le Parisien avec AFP
3476,Laurent Pruneta
3477,Sandrine Lefèvre
3478,Mehdi Gherdane
3479,Le Parisien
3480,J.C.
3481,Olivier Bureau
3482,E.S.
3483,S. Co. avec AFP
3484,Gwenael Bourdon
3485,S. Co. avec AFP
3486,Le Parisien avec AFP
3487,Julie Olagnol
3488,Sébastien Roselé
3489,Julie Olagnol
3490,Le Parisien avec AFP
3491,M.G.
3492,Charles de Saint Sauveur
3493,"Le Parisien, avec AFP"
3494,Pascale De Souza
3495,F.Lé.
3496,Nolwenn Cosson
3497,Le Parisien
3498,Anthony Lieures
3499,Christophe Bérard et Laurent Pruneta
3500,Le Parisien avec AFP
3501,Agnès Vives
3502,Kévin Romain
3503,"Clarisse Crémer, dans l’Atlantique sud"
3504,Ottilia Ferey et AFP
3505,Stéphanie Forestier
3506,Stéphanie Guerrin
3507,"Le Parisien, avec AFP"
3508,Victor Alexandre
3509,S. Co avec AFP
3510,Marie-Anne Gairaud
3511,Thomas Segissement
3512,Mehdi Gherdane
3513,Pauline Conradsson
3514,"L.P, avec AFP"
3515,Martin Antoine
3516,Bertrand Fizel
3517,"Le Parisien, avec AFP"
3518,Nora Moreau
3519,Fabien Paillot
3520,Le Parisien avec AFP
3521,Olivier François
3522,Sylvain Merle
3523,S. Co. avec AFP
3524,Pierre Laurent
3525,T.d.L
3526,sans auteur
3527,sans auteur
3528,Eric Michel
3529,Christophe Bérard
3530,Valentine Rousseau
3531,I.P. avec AFP
3532,Stéphanie Guerrin
3533,Le Parisien avec AFP
3534,le service Télévision
3535,S. Co. avec AFP
3536,"Bérangère Lepetit, envoyée spéciale à Chauny (Aisne)"
3537,Harold Marchetti
3538,C.B.
3539,sans auteur
3540,sans auteur
3541,sans auteur
3542,S. Co. avec AFP
3543,Sandrine Bajos
3544,Grégory Plouviez
3545,Grégory Plouviez
3546,Michaël Zoltobroda
3547,Olivier Beaumont
3548,"Le Parisien, avec AFP"
3549,Victor Fortunato et Elie Julien
3550,"Sylvie De Macedo, envoyée spéciale à la Chapelle-Saint-Mesmin (Loiret)"
3551,Michaël Zoltobroda
3552,Vincent Gautronneau
3553,Christine Mateus
3554,Joffrey Vovos
3555,Catherine Gasté
3556,Pauline Théveniaud (avec Jannick Alimi)
3557,"Dominique Sévérac, envoyé spécial à Angers"
3558,Le Parisien avec AFP
3559,"Stéphane Bianchi, envoyé spécial à Angers (Maine-et-Loire)"
3560,F.V.D.P.
3561,"Dominique Sévérac, envoyé spécial à Angers (Maine-et-Loire)"
3562,Frédéric Gouaillard
3563,Le Parisien avec AFP
3564,P.R.
3565,Le Parisien avec AFP
3566,Damien Licata Caruso et Élie Julien
3567,Le Parisien avec AFP
3568,M.G.
3569,Laurent Pruneta et Frédéric Van de Ponseele
3570,Aymeric Renou
3571,F.V.D.P.
3572,J. P.
3573,Élodie Soulié
3574,F.G.
3575,Le Parisien avec AFP
3576,P.R.
3577,J.P.
3578,Lionel Chami
3579,Patrick Caffin
3580,"Klervi Le Cozic, correspondante à Bordeaux (Gironde)"
3581,"Julie Rimbert, correspondante à Toulouse (Haute-Garonne)"
3582,P.R. avec AFP
3583,J.P.
3584,Nolwenn Cosson (avec C.Ch)
3585,Le Parisien
3586,Marie Persidat
3587,Frédéric Mouchon
3588,Rosalie Lucas
3589,Gérald Moruzzi
3590,Frédéric Mouchon
3591,Nolwenn Cosson
3592,L.Pr.
3593,sans auteur
3594,Anthony Lieures
3595,Bénédicte Alaniou
3596,Iris Peron
3597,L.Pr et F.V.D.P.
3598,Jila Varoquier
3599,J.P.
3600,Ottilia Ferey
3601,Stéphanie Guerrin
3602,Olivier Bureau
3603,Le Parisien avec AFP
3604,"Ronan Folgoas, avec Jérémie Pham-Lê"
3605,Patrick Caffin
3606,Sophie Bordier
3607,Vincent Mongaillard
3608,F.V.D.P.
3609,Matthieu Pelloli
3610,F.G.
3611,Le Parisien avec AFP
3612,Stéphane Bianchi
3613,Antoine Besse
3614,Le Parisien
3615,sans auteur
3616,Le Parisien avec AFP
3617,Aurélie Foulon
3618,"Le Parisien, avec AFP"
3619,Le Parisien
3620,Gérald Moruzzi
3621,Le Parisien avec AFP
3622,Sébastien Birden
3623,Ottilia Ferey et AFP
3624,Le Parisien avec AFP
3625,Jannick Alimi et Julien Duffé
3626,Juliette Duclos
3627,sans auteur
3628,L.S.
3629,Le Parisien avec AFP
3630,Lionel Chami
3631,"T.d.L, avec agences"
3632,Le Parisien avec AFP
3633,Stéphanie Guerrin
3634,Laure Parny
3635,L.V.
3636,Alexis Bisson
3637,S. Co. avec AFP
3638,Aurélie Foulon
3639,Juliette Pousson
3640,Le Parisien avec AFP
3641,Laurent Derouet
3642,Doris Henry
3643,Le Parisien avec AFP
3644,Catherine Lagrange
3645,Lionel Chami
3646,Le Parisien avec AFP
3647,Anissa Hammadi
3648,Le Parisien avec AFP
3649,Chloé Belleret
3650,Maud Gabrielson
3651,Anthony Lieures
3652,Elisa Thévenet
3653,Marion Ducrocq
3654,Pauline Darvey
3655,"Le Parisien, avec AFP"
3656,C. L.-E.
3657,S. Co. et I.P. avec agences
3658,Esteban Pinel
3659,Stéphanie Guerrin
3660,Lionel Chami (avec HM)
3661,Stéphanie Guerrin
3662,Sébastien Nieto avec H.M.
3663,Le service Télévision
3664,Lionel Chami et Romain Baheux
3665,S. Co. avec AFP
3666,Le Parisien avec AFP
3667,Christophe Levent
3668,Frédéric Gouaillard
3669,Frédéric Mouchon
3670,Olivier Corsan
3671,sans auteur
3672,sans auteur
3673,sans auteur
3674,Ronan Folgoas
3675,"Le Parisien, avec AFP"
3676,"V.F., E.J., P.R."
3677,David Opoczynski
3678,Sylvie De Macedo
3679,Sylvie De Macedo et Odile Plichon
3680,"Romain Baheux avec Christophe Bérard, Lionel Chami et Frédéric Gouaillard"
3681,"Renaud Baronian, avec S.G. et K.B."
3682,Marie Briand-Locu
3683,Denis Courtine et Julien Constant
3684,Sylvie De Macedo
3685,Ph.L. avec AFP
3686,Ronan Tésorière avec AFP
3687,Le Parisien avec AFP
3688,Laurent Pruneta
3689,Sylvain Merle
3690,"Stéphane Frachet, correspondant à Tours (Indre-et-Loire)"
3691,H.M.
3692,Philippe Baverel
3693,Le Parisien avec AFP
3694,Le Parisien avec AFP
3695,Arnaud Detout
3696,La rédaction de Seine-et-Marne
3697,Frédéric Naizot
3698,Le Parisien avec AFP
3699,Elsa Mari et Florence Méréo
3700,Le Parisien avec AFP
3701,Stéphane Bianchi
3702,Ronan Tésorière avec AFP
3703,Carine Didier
3704,H.H.
3705,Sébastien Blondé et Bartolomé Simon
3706,Ph.L. avec AFP
3707,Guénaèle Calant
3708,Jérémie Pham-Lê
3709,Romain Baheux
3710,Sylvain Deleuze
3711,R.T. Avec AFP
3712,Simon Gourru
3713,Clémence Bauduin et Aurélie Sipos
3714,Antoine Castagné
3715,Emilie Torgemen
3716,David Opoczynski
3717,Le Parisien avec AFP
3718,David Livois
3719,Julie Ménard
3720,Laurent Guez
3721,sans auteur
3722,sans auteur
3723,Sébastian Compagnon
3724,R.T. avec AFP
3725,Cécile Beaulieu
3726,Le Parisien avec AFP
3727,Romain Chiron
3728,M.G.
3729,L’équipe de Code Source
3730,Florent Hélaine
3731,Pierre-Baptiste Vanzini
3732,Le Parisien avec AFP
3733,Julie Ménard (avec Sébastien Birden et Stéphane Corby)
3734,sans auteur
3735,Nicolas Berrod avec Victor Alexandre
3736,Gérald Moruzzi
3737,Thomas Poupeau
3738,Julien Lesage
3739,Stéphane Bianchi
3740,sans auteur
3741,Le Parisien
3742,Valentine Rousseau
3743,Yves Jaeglé
3744,Damien Licata Caruso
3745,Le Parisien
3746,Anne-Sophie Damecour
3747,Le Parisien avec AFP
3748,Eric Michel
3749,sans auteur
3750,Hélène Haus
3751,Julien Constant
3752,"Renaud Baronian, Stéphanie Guerrin, Michel Valentin"
3753,Frédéric Naizot
3754,Mehdi Gherdane
3755,C. L.-E.
3756,Laurent Pruneta
3757,sans auteur
3758,R.Bx. avec AFP
3759,Sylvain Deleuze
3760,Guénaèle Calant
3761,Sylvain Merle
3762,sans auteur
3763,"Catherine Lagrange, correspondante à Lyon (Rhône)"
3764,Gwenael Bourdon
3765,sans auteur
3766,Simon Gourru
3767,Ludwig Gallet
3768,Florian Garcia et Bartolomé Simon (avec N.C)
3769,Le service Télévision
3770,Sébastian Compagnon
3771,J.Cl.
3772,Marcelo Wesfreid
3773,Nicolas Berrod
3774,Ch.G. et Jila Varoquier
3775,Le Parisien
3776,Valeria Dragoni
3777,Le Parisien
3778,Julie Ménard
3779,Le Parisien
3780,Le Parisien
3781,Philippe Baverel
3782,Delphine Perez
3783,Agnès Vives
3784,Eric Michel
3785,Nicolas Goinard
3786,S. Co. avec AFP
3787,Anne Collin
3788,Victor Alexandre
3789,Faustine Léo
3790,David Opoczynski
3791,E.M.
3792,David Opoczynski
3793,Nicolas Berrod
3794,Le Parisien
3795,N.Be. avec AFP
3796,Olivier Beaumont
3797,Le Parisien
3798,Le Parisien avec AFP
3799,Le Parisien avec AFP
3800,Alexandre Sulzer
3801,Le Parisien avec AFP
3802,Michel Valentin
3803,Laurent Pruneta
3804,Fanny Delporte (avec A.V.)
3805,Marie Persidat avec Thibault Chaffotte
3806,S. Co.
3807,Pauline Darvey
3808,Le Parisien avec AFP
3809,sans auteur
3810,Laure Parny
3811,sans auteur
3812,J.Cl.
3813,Le Parisien avec AFP
3814,Le Parisien
3815,sans auteur
3816,J.M. avec AFP
3817,Cécile Beaulieu
3818,Sébastien Nieto
3819,Bartolomé Simon avec Sébastien Morelli
3820,Marjorie Lenhardt
3821,sans auteur
3822,Hadrien Gonzales
3823,Pascale De Souza
3824,Le Parisien avec AFP
3825,M.-A.G.
3826,D.L.
3827,Simon Gourru
3828,Le Parisien
3829,Nathalie Helal
3830,Michaël Zoltobroda
3831,Frédéric Naizot
3832,Guillaume Georges
3833,J.Cl.
3834,sans auteur
3835,Le Parisien avec AFP
3836,Delphine Brunet
3837,Sylvia Vaisman
3838,Alexandre Arlot
3839,J.M. avec AFP
3840,Cyril Michaud
3841,Arnaud Detout
3842,Marie Blanchardon
3843,sans auteur
3844,Esteban Pinel
3845,Frédéric Durand
3846,Le Parisien avec AFP
3847,Le Parisien avec AFP
3848,Sandrine Bajos
3849,Le Parisien avec AFP
3850,J.M. avec AFP
3851,"Christophe Bourdoiseau, correspondant à Berlin (Allemagne)"
3852,Stéphanie Forestier
3853,Le Parisien avec AFP
3854,M.L
3855,Stéphane Frachet
3856,Sandrine Bajos
3857,Nora Moreau
3858,Le Parisien
3859,Sébastien Thomas
3860,Julie Rimbert
3861,Ch.G.
3862,J.Cl.
3863,Juliette Mansour
3864,Le Parisien avec AFP
3865,J.Cl.
3866,Le Parisien avec AFP
3867,Sylvain Merle
3868,Renaud Baronian
3869,Erwan Benezet
3870,Clémence Levasseur
3871,Yves Jaeglé
3872,Le Parisien avec AFP
3873,Sébastien Nieto
3874,Delphine Kargayan
3875,Aubin Laratte
3876,Matthieu Pelloli et Odile Plichon
3877,"Christophe Bourdoiseau, correspondant à Berlin"
3878,Le Parisien
3879,Le Parisien avec AFP
3880,Aubin Laratte
3881,Emilie Torgemen
3882,Emilie Torgemen
3883,Aurélie Lebelle
3884,Kevin Boucher
3885,Frédéric Gouaillard
3886,Yves Leroy
3887,Nicolas Goinard
3888,Le Parisien avec AFP
3889,Ronan Tésorière et Zoé Lauwereys
3890,Le Parisien
3891,Ph.L. avec AFP
3892,Le Parisien avec AFP
3893,Michaël Zoltobroda
3894,Eric Michel
3895,Ronan Tésorière
3896,Elsa Mari
3897,F.G.
3898,R.T.
3899,Stéphane Bianchi (avec Jean Saint-Marc)
3900,Ph.L. avec AFP
3901,Ludwig Gallet et Nicolas Berrod
3902,Thomas Poupeau et Elsa Mari
3903,Erwan Benezet
3904,Benjamin Derveaux
3905,Le Parisien
3906,Le Parisien
3907,Florent Hélaine
3908,Cécile Beaulieu
3909,Catherine Gasté
3910,Fanny Delporte et Agnès Vives
3911,Dominique Sévérac avec D.O.
3912,"Yona Helaoua, notre correspondante à Washington (Etats-Unis)"
3913,Sophie Bordier
3914,Aurélie Ladet
3915,Thibault Chaffotte
3916,Le Parisien avec AFP
3917,Denis Courtine
3918,Le Parisien
3919,Laure Parny
3920,Aurélie Lebelle
3921,"Romain Baheux, envoyé spécial à Reims et Epernay (Marne)"
3922,D.L.
3923,Elsa Marnette
3924,Le Parisien
3925,Anne-Sophie Damecour
3926,Nicolas Berrod et Ludwig Gallet
3927,Ph.L. avec AFP
3928,Jean-Gabriel Bontinck
3929,Sébastien Morelli
3930,David Doukhan
3931,Le Parisien
3932,"Nora Moreau, correspondante à Brest (Finistère)"
3933,David Opoczynski
3934,Stéphanie Forestier
3935,R.T.
3936,Christine Henry
3937,N.Be.
3938,Delphine Perez
3939,Thibault Chaffotte
3940,L.G. et C.Si.
3941,sans auteur
3942,S.C.
3943,Renaud Baronian
3944,Le Parisien
3945,L’équipe de Code Source
3946,Olivier Beaumont et Pauline Théveniaud
3947,Le Parisien
3948,sans auteur
3949,E.M.
3950,Le Parisien avec AFP
3951,Florian Garcia
3952,Mickaël Sizine
3953,Michel Valentin
3954,Christophe Bérard
3955,E.M.
3956,R.T. avec AFP
3957,"Le Parisien, avec AFP"
3958,Le Parisien avec AFP
3959,Julie Ménard et Mehdi Gherdane
3960,Sylvain Merle
3961,Séverine Cazes et Christel Brigaudeau
3962,Damien Licata Caruso
3963,Julien Constant
3964,sans auteur
3965,R.T.
3966,Jannick Alimi
3967,Le Parisien avec AFP
3968,E.B.
3969,sans auteur
3970,Aurélie Lebelle
3971,Le Parisien avec AFP
3972,Sébastian Compagnon
3973,Le Parisien avec AFP
3974,Anne Collin
3975,Ronan Tésorière
3976,Christophe Levent
3977,Jean-Michel Décugis
3978,le service Télévision
3979,Jean-Michel Décugis
3980,Hervé Sénamaud
3981,Renaud Baronian
3982,F.D.
3983,Victor Alexandre
3984,J.P.
3985,D.L.
3986,E.B.
3987,Nicolas Berrod
3988,J.M. avec AFP
3989,Kevin Boucher
3990,J.Cl.
3991,Philippe Baverel
3992,T.d.L
3993,A.A. et J.-M.Dé.
3994,Kevin Boucher
3995,Le Parisien avec AFP
3996,Marine Legrand
3997,Le Parisien
3998,Le Parisien avec AFP
3999,Yves Leroy
4000,Le Parisien
4001,S.N.
4002,Le Parisien
4003,J.M. avec AFP
4004,Patrick Caffin
4005,Le Parisien avec AFP
4006,Hélène Haus
4007,Erwan Benezet
4008,Marjorie Lenhardt
4009,Le Parisien avec AFP
4010,N.B.
4011,J.M. avec AFP
4012,Le Parisien avec AFP
4013,Gérald Moruzzi
4014,Le Parisien
4015,Paméla Rougerie
4016,sans auteur
4017,Y.L.
4018,"Le Parisien, avec AFP"
4019,J.M. avec AFP
4020,Julie Ménard
4021,sans auteur
4022,Alexandre Arlot (avec T.S.)
4023,David Opoczynski
4024,Bartolomé Simon
4025,J.M. avec AFP
4026,Julien Barbare
4027,Le Parisien avec AFP
4028,sans auteur
4029,"Le Parisien, avec agences"
4030,C. L.-E.
4031,Christian Goutorbe
4032,Céline Carez
4033,Le Parisien avec AFP
4034,J.Cl.
4035,Hélène Hannon
4036,Marie Briand-Locu
4037,Pascale De Souza
4038,J.M. avec AFP
4039,Le Parisien avec AFP
4040,sans auteur
4041,sans auteur
4042,Le Parisien avec AFP
4043,Marie Briand-Locu
4044,Guénaèle Calant
4045,Le Parisien avec AFP
4046,Marine Legrand
4047,J.M. avec AFP
4048,Le Parisien avec AFP
4049,Julien Constant
4050,David Opoczynski
4051,Le Parisien avec AFP
4052,Christine Berkovicius
4053,Frédéric Durand
4054,Bertrand Fizel
4055,J.Cl.
4056,Lou Garçon
4057,Esteban Pinel
4058,Marcelo Wesfreid
4059,sans auteur
4060,Fabien Paillot
4061,Hélène Haus
4062,Aubin Laratte
4063,J.M. avec AFP
4064,J.Cl.
4065,Sébastien Nieto
4066,Renaud Baronian
4067,Eric Michel et Christophe Lacaze-Eslous
4068,Le Parisien avec AFP
4069,Renaud Baronian
4070,Quentin Laurent et Alexandre Sulzer
4071,Le Parisien
4072,Clémence Bauduin
4073,I.P.
4074,Aurélie Lebelle (avec Victor Tassel)
4075,Aurélie Lebelle
4076,Victor Tassel
4077,Frédéric Mouchon
4078,"Benoît Daragon, avec Vincent Mongaillard, Séverine Cazes et le service Récits"
4079,Yves Leroy
4080,Céline Carez
4081,Maïram Guissé et Carole Sterlé
4082,Dominique Sévérac à Lens (Pas-de-Calais)
4083,F.G. et D.S.
4084,S.N.
4085,Le Parisien
4086,"Frédéric Gouaillard, envoyé spécial à Lens (Pas-de-Calais) et Christophe Bérard"
4087,Henri Vernet
4088,"Dominique Sévérac, envoyé spécial à Lens (Pas-de-Calais)"
4089,David Opoczynski
4090,"Sébastien Nieto, envoyé spécial à Lens (Pas-de-Calais)"
4091,M. Pf.
4092,Yves Jaeglé
4093,Le Parisien avec AFP
4094,Le Parisien avec AFP
4095,Le Parisien avec AFP
4096,Frédéric Naizot
4097,Sandrine Lefèvre
4098,Cécile Chevallier
4099,Florence Méréo (avec Olivier Beaumont)
4100,Frédéric Naizot
4101,"Fabien Paillot, correspondant à La Rochelle (Charente-Maritime)"
4102,N.R. (avec A.A.)
4103,Aline Gérard
4104,Jila Varoquier avec V.V.
4105,Catherine Balle
4106,Frédéric Naizot
4107,Nolwenn Cosson (avec Cécile Chevallier)
4108,Ph.L. avec AFP
4109,D.L.
4110,Olivier François
4111,David Livois
4112,Kevin Boucher
4113,Cyril Simon
4114,Sébastian Compagnon
4115,Le Parisien avec AFP
4116,Ph.L. avec AFP
4117,Olivier Beaumont et Thomas Poupeau
4118,Guénaèle Calant
4119,Odile Plichon
4120,Hendrik Delaire
4121,Le Parisien
4122,Pascale De Souza
4123,Gérald Moruzzi
4124,Ph.L. avec AFP
4125,A.B.
4126,Ph.B.
4127,Iris Peron
4128,Sylvain Merle
4129,N.R.
4130,Sébastien Blondé et Sophie Bordier
4131,"S.G., J.D. et A.B."
4132,Anthony Lieures
4133,M.G.
4134,Le Parisien avec AFP
4135,Christophe Bérard
4136,Le Parisien
4137,S.N.
4138,Marie Poussel
4139,David Opoczynski avec Christophe Bérard
4140,Anne-Sophie Damecour
4141,David Doukhan
4142,J.L.
4143,Sylvain Deleuze
4144,Le Parisien avec AFP
4145,Émilie Torgemen
4146,Pauline Conradsson
4147,Anissa Hammadi et Fanny Delporte
4148,Sandrine Lefèvre
4149,Anne Collin
4150,Benjamin Derveaux
4151,Le Parisien
4152,L’équipe de Code Source
4153,sans auteur
4154,Damien Licata Caruso
